Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Stuart Fairchild","CLE",5,21,19,4,3,1,0,0,2,2,2,0,6,0,0,0,,1,0,0.219651,0.0791546,0.274591,0.288264,0.296524,0.352357,0.287979,0.648882,0.132707,5.90023,0.28867,-0.00865495,0.0387578,2.05377,-0.427547,84.1063,0.0301028,0.00177921,-0.363280376419425,-0.12322078994475305,0.0241749,999,,,,,,,14.2,2.84,14.2,2.84,,,,,,,,,,,,,,,,,,,"Stuart Fairchild","20321",656413
"Shane McGuire","ATH",3,13,11,2,2,0,0,0,1,1,1,0,3,0,0,0,,0,0,0.211098,0.107557,0.246728,0.435936,0.30346,0.29343,0.272145,0.59689,0.0823318,3.29325,0.277635,-0.00251862,-0.0126574,1.08727,-0.42515,69.1951,-0.015176,0.0226047,-0.4799078479409218,0.27260465174913406,0.0238646,999,,,,,,,3.2,1.066666666,3.2,1.066666666,,,,,,,,,,,,,,,,,,,"Shane McGuire","sa3017284",676063
"Cameron Cauley","TEX",5,21,19,4,3,1,0,0,2,2,1,0,6,0,0,0,,1,0,0.216507,0.0670709,0.296469,0.226232,0.271722,0.352443,0.273146,0.624165,0.135935,6.37607,0.291221,0,0.0329487,1.80086,-0.680454,74.1091,0.0329487,-0.112974,-0.6078756339848042,0.11202630400657654,0.0232184,999,,,,,,,11.2,2.24,11.2,2.24,,,,,,,,,,,,,,,,,,,"Cameron Cauley","sa3017167",695508
"Eric Haase","SFG",3,13,12,3,2,0,0,0,1,1,1,0,4,0,0,0,,0,0,0.217917,0.0673302,0.315303,0.213541,0.273799,0.349073,0.2733,0.622872,0.131156,2.98144,0.29621,-0.00434225,-0.00895924,1.09927,-0.413146,75.1981,-0.0133015,-0.0220791,-0.3895627297461033,0.22792093269526958,0.0231634,999,,,,,,,7.8,2.6,7.8,2.6,,,,,,,,,,,,,,,,,,,"Eric Haase","14111",606992
"Jeferson Quero","MIL",2,6,6,1,1,0,0,0,1,1,0,0,1,0,0,0,,0,0,0.226947,0.0755276,0.195003,0.387315,0.291195,0.363897,0.288046,0.655093,0.136951,3.23147,0.257708,0,-0.00378979,0.626259,-0.12995,83.6608,-0.00378979,0.0146386,-0.12772788479924202,0.13963855430483818,0.023004,999,,,,,,,-0.4,-0.2,-0.4,-0.2,,,,,,,,,,,,,,,,,,,"Jeferson Quero","sa3015407",691620
"Trei Cruz","DET",3,14,12,3,2,1,0,0,2,1,2,0,4,0,0,0,,0,0,0.217576,0.11743,0.258557,0.454172,0.312144,0.339001,0.290926,0.651145,0.121426,4.77728,0.285286,-0.00242358,-0.0219341,1.40267,-0.251538,84.7008,-0.0243577,-0.0803193,-0.27680351957678795,0.019680671393871307,0.0229931,999,,,,,,,13.7,4.566666666,13.7,4.566666666,,,,,,,,,,,,,,,,,,,"Trei Cruz","sa3014420",669360
"Hao-Yu  Lee","DET",2,7,6,1,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.233209,0.0807642,0.220024,0.367069,0.305012,0.37225,0.297563,0.677263,0.139042,5.73617,0.281793,0,0.00293701,0.739055,-0.0880488,89.2728,0.00293701,0.03915,-0.0855658131185919,0.0641499999910593,0.0224589,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Hao-Yu  Lee","sa3017863",701678
"Mickey Gasper","BOS",2,6,6,1,1,0,0,0,1,1,1,0,1,0,0,0,,0,0,0.238107,0.10168,0.18945,0.536709,0.328431,0.368344,0.310158,0.696775,0.130236,3.63367,0.277857,-0.00211837,-0.00252494,0.741154,-0.0150557,94.0037,-0.0046433,-0.0432885,-0.049874181393533945,0.08171147480607033,0.022175,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Mickey Gasper","24759",681508
"Jonatan Clase","TOR",3,14,13,3,2,1,0,0,2,1,1,0,4,0,0,0,,1,0,0.223542,0.0832284,0.277957,0.299429,0.293149,0.359816,0.287708,0.652965,0.136274,6.54195,0.295072,0.00197981,0.0471141,1.36609,-0.288115,83.3386,0.0490939,0.00831193,-0.22582976892590523,-0.04168807342648506,0.0219296,999,,,,,,,11.6,3.866666666,11.6,3.866666666,,,,,,,,,,,,,,,,,,,"Jonatan Clase","26599",682729
"Reese McGuire","MIL",2,6,6,1,1,0,0,0,1,1,0,0,1,0,0,0,,0,0,0.223522,0.0588101,0.232252,0.253216,0.273652,0.351005,0.273447,0.624657,0.127483,3.14739,0.267782,-0.00544806,-0.0035273,0.550398,-0.205811,73.6598,-0.00897536,0.0287128,-0.2087747184559703,0.1537128072232008,0.0203125,999,,,,,,,-0.4,-0.2,-0.4,-0.2,,,,,,,,,,,,,,,,,,,"Reese McGuire","15674",624512
"Ben Rortvedt","NYM",3,13,11,2,2,0,0,0,1,1,1,0,3,0,0,0,,0,0,0.201958,0.0903072,0.269349,0.335279,0.285481,0.306479,0.267102,0.59196,0.104521,2.37784,0.265999,-0.00505104,-0.0255758,1.03485,-0.477564,71.8595,-0.0306268,-0.0412024,-0.45753622241318226,0.208797637373209,0.0202815,999,,,,,,,3.2,1.066666666,3.2,1.066666666,,,,,,,,,,,,,,,,,,,"Ben Rortvedt","20287",666163
"César Prieto","STL",3,14,13,3,2,1,0,0,1,1,1,0,2,0,0,0,,0,0,0.256339,0.0463218,0.149977,0.30886,0.298705,0.364004,0.29046,0.66271,0.107665,4.11876,0.290627,-0.00231213,-0.0393866,1.39738,-0.256826,86.7078,-0.0416988,-0.0574655,-0.26225410401821136,-0.007465478032827377,0.0200598,999,,,,,,,9.7,3.233333333,9.7,3.233333333,,,,,,,,,,,,,,,,,,,"Cesar Prieto","30163",693409
"Weston Wilson","BAL",2,7,6,1,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.222,0.0925877,0.279418,0.33136,0.297314,0.387512,0.299104,0.684826,0.165512,4.95548,0.278502,-0.00280691,-0.000620724,0.747817,-0.079287,92.0299,-0.00342763,-0.00244185,-0.06918308208696544,0.02255814615637064,0.0198797,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Weston Wilson","19358",642215
"RJ Schreck","TOR",2,7,6,1,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.216977,0.113721,0.242857,0.468264,0.322265,0.386307,0.313635,0.708572,0.16933,4.32377,0.260317,-0.000534127,-0.00520714,0.830401,0.00329735,101.199,-0.00574127,0.0233654,0.004151481203734875,-0.051634619012475014,0.0197919,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"RJ Schreck","sa3022602",702302
"Max Anderson","DET",2,7,7,2,1,0,0,0,1,1,0,0,1,0,0,0,,0,0,0.251158,0.0506819,0.172267,0.294206,0.294931,0.390545,0.296041,0.685476,0.139387,3.51117,0.281839,-0.000280057,-0.0111323,0.730405,-0.0966994,88.2243,-0.0114124,0.036,-0.108565803617239,0.060999998822808266,0.0197834,999,,,,,,,4.2,2.1,4.2,2.1,,,,,,,,,,,,,,,,,,,"Max Anderson","sa3022567",801194
"Akil Baddoo","MIL",3,14,12,3,2,1,0,0,2,2,2,0,4,0,0,0,,0,0,0.22404,0.107671,0.27622,0.389803,0.310048,0.382064,0.303909,0.692113,0.158024,6.22021,0.290919,0.0103339,0.0153553,1.55025,-0.103962,94.5271,0.0256893,-0.0612039,-0.06512188166379929,-0.21120386198163033,0.0193839,999,,,,,,,13.7,4.566666666,13.7,4.566666666,,,,,,,,,,,,,,,,,,,"Akil Baddoo","22168",668731
"Jared Young","NYM",2,7,6,1,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.237373,0.0941335,0.242034,0.388926,0.320222,0.412281,0.320528,0.732503,0.174908,4.38692,0.285215,-0.00261021,-0.00637941,0.869577,0.0424731,108.458,-0.00898962,-0.0346755,0.06118541304022074,-0.10967553406953812,0.0188666,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Jared Young","20404",676724
"Nacho Alvarez Jr.","ATL",2,7,6,1,1,0,0,0,1,1,1,0,1,0,0,0,,0,0,0.238384,0.0844399,0.212552,0.397267,0.316966,0.333298,0.291951,0.650264,0.0949146,3.53725,0.296815,-0.00244273,-0.00710238,0.707162,-0.119942,85.11,-0.00954511,0.00891956,-0.13307915069162846,0.08391956612467766,0.0187981,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Nacho Alvarez Jr.","31765",805373
"Junior Perez","ATH",6,28,25,5,3,1,0,1,3,3,3,0,9,0,0,0,,1,0,0.209072,0.0957096,0.335694,0.28511,0.288507,0.362527,0.286326,0.651033,0.153454,5.77084,0.298359,-0.00120691,0.0340152,2.70078,-0.607634,78.9639,0.0328083,-0.0197863,-0.6614111065864563,-0.11978626810014248,0.0186738,999,,,,,,,26.2,4.366666666,26.2,4.366666666,,,,,,,,,,,,,,,,,,,"Junior Perez","sa3005744",678577
"Rodolfo Durán","SDP",2,6,6,1,1,0,0,0,1,1,0,0,2,0,0,0,,0,0,0.224105,0.0548552,0.240036,0.228529,0.271003,0.366517,0.277597,0.63752,0.142412,3.62196,0.270836,-0.00146545,-0.00472708,0.571964,-0.184245,79.4869,-0.00619253,-0.002,-0.16179096465930343,0.1229999999050051,0.0178166,999,,,,,,,-0.4,-0.2,-0.4,-0.2,,,,,,,,,,,,,,,,,,,"Rodolfo Duran","sa877500",660710
"Bryan Ramos","BAL",3,14,13,3,2,1,0,0,1,2,1,0,3,0,0,0,,0,0,0.212807,0.0683549,0.242473,0.281907,0.277237,0.354072,0.277848,0.631309,0.141265,4.14036,0.255814,0.00115734,-0.012808,1.25403,-0.400182,77.3876,-0.0116507,0.0255419,-0.3847697675228119,0.0755418948829174,0.0176621,999,,,,,,,9.7,3.233333333,9.7,3.233333333,,,,,,,,,,,,,,,,,,,"Bryan Ramos","25621",682868
"Samad Taylor","SDP",2,7,6,1,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.237422,0.0891779,0.242004,0.368497,0.310111,0.350494,0.293129,0.660605,0.113072,6.5705,0.304679,-0.000768916,0.0147813,0.713857,-0.113247,90.1265,0.0140124,-0.0225106,-0.06790223531424999,0.002489399164915085,0.0171352,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Samad Taylor","22274",669392
"Josh Rojas","KCR",3,14,12,3,2,1,0,0,1,1,1,0,3,0,0,0,,0,0,0.233297,0.0940325,0.215835,0.435669,0.307293,0.342335,0.28823,0.649628,0.109039,4.87869,0.288765,-0.0107193,0.0113852,1.37203,-0.282177,80.078,0.000665902,-0.0384607,-0.32805934647331014,0.011539343744516373,0.0169161,999,,,,,,,10.7,3.566666666,10.7,3.566666666,,,,,,,,,,,,,,,,,,,"Josh Rojas","19734",668942
"Vidal Bruján","NYM",3,14,13,3,2,1,0,0,2,1,1,0,3,0,0,0,,0,0,0.226586,0.078962,0.208026,0.379578,0.296167,0.32707,0.27664,0.623237,0.100484,5.03434,0.276484,0.0063439,-0.0324175,1.24029,-0.413914,78.3937,-0.0260736,-0.0186046,-0.38458410277962685,0.08139541558921337,0.0166355,999,,,,,,,9.7,3.233333333,9.7,3.233333333,,,,,,,,,,,,,,,,,,,"Vidal Brujan","20536",660644
"Kevin Alcántara","CHC",3,14,13,3,2,1,0,0,2,2,1,0,4,0,0,0,,0,0,0.231286,0.0776692,0.313878,0.24745,0.293689,0.366158,0.290036,0.659847,0.134872,4.20482,0.320545,0.000320663,-0.00610433,1.39255,-0.261653,86.0612,-0.00578367,-0.0203628,-0.23706832993775606,-0.07036281190812588,0.0162014,999,,,,,,,9.7,3.233333333,9.7,3.233333333,,,,,,,,,,,,,,,,,,,"Kevin Alcantara","25971",682634
"Ryan Ward","LAD",2,7,6,1,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.226996,0.0784133,0.257849,0.304105,0.290409,0.423681,0.30704,0.714089,0.196684,4.98382,0.266082,-0.00150091,-0.00380078,0.792919,-0.034185,96.4267,-0.00530169,0.0332463,-0.03494758624583483,-0.04175373539328575,0.0159802,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Ryan Ward","sa1169792",669899
"Denzer Guzman","LAA",3,14,13,3,2,1,0,0,1,1,1,0,4,0,0,0,,0,0,0.216651,0.076014,0.299419,0.253872,0.282572,0.343171,0.276706,0.625743,0.12652,4.12527,0.294884,0.000621708,-0.0093965,1.24104,-0.413168,73.9781,-0.00877479,0.00554832,-0.4381528543308377,0.10554831894114614,0.0152704,999,,,,,,,9.7,3.233333333,9.7,3.233333333,,,,,,,,,,,,,,,,,,,"Denzer Guzman","28816",694203
"Jonathon Long","CHC",2,7,6,2,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.245933,0.10162,0.230284,0.441279,0.330425,0.379597,0.314452,0.710023,0.133665,2.8052,0.30183,-0.000263908,-0.0100706,0.835041,0.00793754,102.787,-0.0103345,0.027806,0.012787353247404099,-0.09719403088092804,0.0151919,999,,,,,,,8.2,4.1,8.2,4.1,,,,,,,,,,,,,,,,,,,"Jonathon Long","sa3022864",675085
"Sterlin Thompson","COL",3,14,13,3,2,1,0,0,2,2,1,0,3,0,0,0,,0,0,0.258363,0.0718442,0.231978,0.309703,0.324916,0.413131,0.322195,0.738047,0.154768,5.14488,0.318738,-0.00122177,-0.00956655,1.7581,0.103892,92.6463,-0.0107883,-0.0384407,-0.13280797936022282,-0.1884406842291355,0.0147877,999,,,,,,,9.7,3.233333333,9.7,3.233333333,,,,,,,,,,,,,,,,,,,"Sterlin Thompson","sa3019999",694514
"Jhonkensy Noel","BAL",3,14,13,3,2,1,0,1,2,2,1,0,4,0,0,0,,0,0,0.225755,0.0571635,0.281187,0.203294,0.280194,0.426392,0.304456,0.706586,0.200636,2.86643,0.268549,-0.00143605,-0.0189407,1.55646,-0.097745,95.7164,-0.0203767,0.00131008,-0.09105865843594074,-0.24868991924449801,0.0145395,999,,,,,,,19.1,6.366666666,19.1,6.366666666,,,,,,,,,,,,,,,,,,,"Jhonkensy Noel","24257",678877
"Gustavo Campero","LAA",2,7,6,2,1,0,0,0,1,1,0,0,1,0,0,0,,0,0,0.245125,0.0711325,0.193322,0.367948,0.318987,0.392485,0.312585,0.711472,0.147359,6.45243,0.285515,-0.000112671,0.0169031,0.824432,-0.002672,98.6937,0.0167904,-0.0365199,0.006013278849422932,-0.11151988431811333,0.0138554,999,,,,,,,5.2,2.6,5.2,2.6,,,,,,,,,,,,,,,,,,,"Gustavo Campero","22707",672569
"Rhylan Thomas","SEA",2,7,6,2,1,0,0,0,1,1,0,0,1,0,0,0,,0,0,0.261914,0.0612341,0.0910749,0.672348,0.310683,0.342331,0.28853,0.653014,0.0804166,4.62102,0.279781,-0.000670385,0.00148906,0.68772,-0.139384,89.8328,0.000818673,0.0471743,-0.083064068807289,-0.02782566100358963,0.0133046,999,,,,,,,5.2,2.6,5.2,2.6,,,,,,,,,,,,,,,,,,,"Rhylan Thomas","31793",689041
"Jorbit Vivas","NYY",2,7,6,1,1,0,0,0,1,1,1,0,1,0,0,0,,0,0,0.223305,0.100292,0.145947,0.687178,0.317787,0.319543,0.288328,0.63733,0.0962377,4.59831,0.25184,-0.000646804,-0.00760073,0.686572,-0.140532,84.2905,-0.00824754,0.000987547,-0.13785622641444206,0.02598754712380469,0.0132044,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Jorbit Vivas","23917",678391
"Blake Dunn","CIN",3,14,12,3,2,0,0,0,2,1,1,0,4,0,0,0,,0,0,0.231804,0.0893903,0.288402,0.309951,0.319697,0.340647,0.29681,0.660344,0.108843,5.74385,0.321376,-0.000165264,0.0276525,1.46956,-0.184647,84.0298,0.0274872,-0.0503151,-0.2375052198767662,-0.10031507909297943,0.0130922,999,,,,,,,7.8,2.6,7.8,2.6,,,,,,,,,,,,,,,,,,,"Blake Dunn","29487",694362
"Matt Thaiss","BOS",2,6,5,1,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.222608,0.124222,0.252311,0.492337,0.326837,0.337734,0.299911,0.664571,0.115126,3.83317,0.290943,-0.00654737,-0.00441043,0.687911,-0.0682979,86.9454,-0.0109578,-0.0846191,-0.10943095479160547,0.040380850434303284,0.0128671,999,,,,,,,3.6,1.8,3.6,1.8,,,,,,,,,,,,,,,,,,,"Matt Thaiss","19318",642136
"Maverick Handley","BAL",2,6,6,1,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.200624,0.0951466,0.269915,0.352506,0.290635,0.291005,0.264955,0.58164,0.0903806,4.32667,0.271929,-0.00179002,-0.00903177,0.506274,-0.249935,68.5061,-0.0108218,0.00862899,-0.24838519748300314,0.13362899143248796,0.0126886,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Maverick Handley","26106",668974
"Taylor Trammell","HOU",2,7,6,1,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.214964,0.112418,0.301345,0.373053,0.308569,0.393715,0.308434,0.702284,0.178751,4.83718,0.280345,-0.0028415,0.000297505,0.80084,-0.0262638,97.5877,-0.00254399,-0.0241822,-0.022446230985224247,-0.09918216429650784,0.0122059,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Taylor Trammell","19960",666211
"A.J. Vukovich","ARI",3,14,13,3,2,1,0,0,2,2,1,0,4,0,0,0,,0,0,0.23572,0.0660202,0.301453,0.219006,0.289894,0.382562,0.292471,0.672456,0.146842,4.2952,0.316561,-0.000594087,-0.0193103,1.42024,-0.233968,84.9532,-0.0199044,0.07155,-0.269574299454689,-0.07845000177621841,0.0120482,999,,,,,,,9.7,3.233333333,9.7,3.233333333,,,,,,,,,,,,,,,,,,,"A.J. Vukovich","sa3014525",691021
"Alex Verdugo","SDP",2,7,6,2,1,0,0,0,1,1,1,0,1,0,0,0,,0,0,0.251257,0.0758635,0.155972,0.486392,0.311312,0.376576,0.302085,0.687887,0.125319,3.46973,0.281255,-0.0025937,-0.00830227,0.764759,-0.0623451,96.2619,-0.010896,0.00144555,-0.04190870560705662,-0.07355444983113557,0.0120144,999,,,,,,,8.2,4.1,8.2,4.1,,,,,,,,,,,,,,,,,,,"Alex Verdugo","17027",657077
"Rece Hinds","CIN",5,21,19,5,3,1,0,1,3,3,1,0,7,0,0,0,,1,0,0.232592,0.0588461,0.333987,0.176193,0.283455,0.428193,0.305248,0.711648,0.195602,5.75063,0.311456,0.00238242,0.00997042,2.3482,-0.133112,89.8097,0.0123528,-0.119695,-0.24127664044499397,-0.3446946442127228,0.011531,747.1199951171875,,,,,,,26.2,5.24,26.2,5.24,,,,,,,,,,,,,,,,,,,"Rece Hinds","27493",677956
"Dominic Fletcher","PIT",2,7,6,2,1,0,0,0,1,1,0,0,1,0,0,0,,0,0,0.24156,0.060461,0.212963,0.283904,0.295155,0.36922,0.290721,0.664375,0.127661,4.36314,0.293258,-0.00208866,-0.011481,0.700174,-0.12693,82.8551,-0.0135697,0.00974277,-0.15581164974719286,0.03474277164787054,0.0114409,999,,,,,,,5.2,2.6,5.2,2.6,,,,,,,,,,,,,,,,,,,"Dominic Fletcher","26149",666150
"Kevin Newman","KCR",2,7,6,2,1,0,0,0,1,1,0,0,1,0,0,0,,0,0,0.254316,0.0549682,0.17071,0.321997,0.299421,0.351103,0.285868,0.650524,0.0967871,4.73802,0.298704,0.00257809,0.00173875,0.672593,-0.154511,78.4511,0.00431684,0.0140855,-0.1734682573005557,0.03908554930239916,0.010901,999,,,,,,,5.2,2.6,5.2,2.6,,,,,,,,,,,,,,,,,,,"Kevin Newman","17696",621028
"Vimael Machín","COL",2,7,6,2,1,0,0,0,1,1,1,0,1,0,0,0,,0,0,0.258543,0.0763955,0.192205,0.397469,0.31744,0.393213,0.309143,0.710653,0.13467,4.11946,0.302419,-0.00334364,-0.00363547,0.804868,-0.0222359,83.7049,-0.00697912,-0.00938375,-0.14217083947733045,0.015616250224411488,0.0108796,999,,,,,,,8.2,4.1,8.2,4.1,,,,,,,,,,,,,,,,,,,"Vimael Machin","17684",605353
"Tyler Black","MIL",3,14,12,3,2,0,0,0,2,1,2,0,4,0,0,0,,1,0,0.221497,0.11645,0.251584,0.462867,0.323362,0.355381,0.303192,0.678743,0.133885,6.28175,0.285564,-0.00061934,0.0194438,1.5421,-0.112108,94.0362,0.0188245,-0.0310617,-0.0801323801279068,-0.2810617368668318,0.0107008,999,,,,,,,12.7,4.233333333,12.7,4.233333333,,,,,,,,,,,,,,,,,,,"Tyler Black","29949",672012
"Manuel Margot",,5,21,19,5,3,1,0,0,2,2,1,0,4,0,0,0,,0,0,0.243863,0.0627727,0.18394,0.341268,0.297718,0.341696,0.282749,0.639414,0.0978333,4.08062,0.289432,0.00387012,-0.0270369,1.9646,-0.516712,78.9424,-0.0231668,-0.139936,-0.5458186846226454,-0.06493633985519409,0.0102287,999,,,,,,,14.9,2.98,14.9,2.98,,,,,,,,,,,,,,,,,,,"Manuel Margot","14712",622534
"Edwin Arroyo","CIN",8,35,32,8,6,1,0,0,3,3,2,0,7,0,0,0,,1,0,0.2516,0.0563937,0.198237,0.284476,0.299575,0.342238,0.283078,0.641814,0.0906383,4.40731,0.307002,-0.0012306,-0.0561583,3.28367,-0.851851,74.6226,-0.0573889,-0.0803571,-1.1101024486124516,0.0446428582072258,0.0101288,999,,,,,,,23.6,2.95,23.6,2.95,,,,,,,,,,,,,,,,,,,"Edwin Arroyo","sa3017626",695490
"Dairon Blanco","TEX",2,7,6,1,1,0,0,0,1,1,0,0,2,0,0,0,,1,0,0.237265,0.0665683,0.256003,0.26003,0.300148,0.356713,0.289975,0.656862,0.119449,7.70479,0.308644,-0.00153306,0.05858,0.69593,-0.131174,85.7019,0.0570469,-0.00647471,-0.06091686710715294,-0.08147471724078059,0.0100816,999,,,,,,,1.5,0.75,1.5,0.75,,,,,,,,,,,,,,,,,,,"Dairon Blanco","19779",680118
"Hayden Senger","NYM",2,6,6,1,1,0,0,0,1,1,0,0,2,0,0,0,,0,0,0.205053,0.0557186,0.301883,0.18457,0.260829,0.301519,0.250294,0.562347,0.0964661,4.04622,0.284217,-0.00190526,-0.00856479,0.430091,-0.326118,60.3457,-0.01047,0.0316627,-0.31126044504344463,0.1566627323627472,0.00953533,999,,,,,,,-0.4,-0.2,-0.4,-0.2,,,,,,,,,,,,,,,,,,,"Hayden Senger","21489",663584
"Christian Franklin","WSN",3,14,12,3,2,0,0,0,2,1,2,0,3,0,0,0,,0,0,0.23306,0.107546,0.245631,0.437835,0.324721,0.345747,0.300743,0.670467,0.112687,5.16441,0.303042,-0.0017726,-0.0135351,1.51426,-0.139946,91.6239,-0.0153077,-0.0718435,-0.15429077111184597,-0.22184348106384277,0.00917223,999,,,,,,,10.8,3.6,10.8,3.6,,,,,,,,,,,,,,,,,,,"Christian Franklin","sa3017510",681047
"Ryan Clifford","NYM",2,7,6,1,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.209632,0.112319,0.299593,0.374904,0.305486,0.388084,0.304747,0.69357,0.178452,3.249,0.267288,-0.000222842,-0.00841701,0.779885,-0.0472188,97.6476,-0.00863986,0.00171127,-0.028156764805316925,-0.12328873237129301,0.00833297,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Ryan Clifford","sa3020126",691775
"Kahlil Watson","CLE",2,7,6,1,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.211094,0.0804036,0.318983,0.252062,0.283066,0.366955,0.285425,0.650021,0.15586,5.32958,0.28604,0,-0.00582387,0.670074,-0.15703,82.3471,-0.00582387,-0.0347143,-0.15146613772958517,-0.009714284911751747,0.00815924,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Kahlil Watson","sa3017513",696135
"Elias Díaz","KCR",3,13,12,3,2,0,0,0,1,1,1,0,3,0,0,0,,0,0,0.220663,0.0683428,0.243086,0.281147,0.2782,0.346846,0.274968,0.625046,0.126183,2.29749,0.270439,-0.0161292,-0.0159676,1.1166,-0.39582,70.942,-0.0320968,-0.106654,-0.47047461196780205,0.14334552735090256,0.00777958,999,,,,,,,7.8,2.6,7.8,2.6,,,,,,,,,,,,,,,,,,,"Elias Diaz","11680",553869
"Justin Foscue","TEX",3,14,12,3,2,1,0,0,2,2,1,0,3,0,0,0,,0,0,0.224276,0.0900413,0.183428,0.49088,0.303923,0.37759,0.300316,0.681512,0.153314,3.84461,0.251254,-0.00117962,-0.0133345,1.5094,-0.144804,92.8255,-0.0145141,-0.026474,-0.1328985234722495,-0.2764739915728569,0.0074161,999,,,,,,,10.7,3.566666666,10.7,3.566666666,,,,,,,,,,,,,,,,,,,"Justin Foscue","27501",679822
"Matt Mervis","WSN",8,35,32,7,4,1,0,1,4,4,3,0,10,0,0,0,,0,0,0.215608,0.0755004,0.298669,0.252789,0.283114,0.395666,0.294492,0.67878,0.180058,3.67684,0.271659,-0.0234385,-0.0302333,3.60801,-0.527514,87.3414,-0.0536718,0.109497,-0.5787779688835144,-0.5155033618211746,0.00718,999,,,,,,,28.5,3.5625,28.5,3.5625,,,,,,,,,,,,,,,,,,,"Matt Mervis","27845",670223
"Anthony Seigler","BOS",2,7,6,1,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.216528,0.123989,0.227251,0.545603,0.318914,0.342025,0.296671,0.660939,0.125496,5.6833,0.270036,-0.000172333,0.00972934,0.733988,-0.0931162,84.7133,0.009557,-0.0796661,-0.11656331177800894,-0.05466610752046108,0.0071311,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Anthony Seigler","23802",678011
"Steward Berroa","MIL",2,7,6,1,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.208074,0.0977928,0.306749,0.318804,0.290956,0.309121,0.270128,0.600077,0.101047,6.80707,0.299074,-0.000775749,0.0261175,0.583136,-0.243968,71.3862,0.0253418,0.0199806,-0.21205113269388676,0.0449806023389101,0.00673433,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Steward Berroa","22766",672642
"Cavan Biggio","HOU",2,7,6,1,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.211094,0.109041,0.285093,0.382476,0.313472,0.322949,0.288524,0.636421,0.111854,4.04062,0.290574,-0.00425967,-0.0111535,0.687686,-0.139418,83.8726,-0.0154131,-0.0544122,-0.14846928883343935,-0.02941223792731762,0.00645051,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Cavan Biggio","19252",624415
"Seby Zavala","LAD",2,6,6,1,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.181364,0.0872854,0.373173,0.233901,0.259228,0.308238,0.253577,0.567466,0.126874,3.24856,0.275413,-0.00651366,-0.00344443,0.447151,-0.309058,59.8029,-0.00995809,-0.00758769,-0.314866304397583,0.11741230683401227,0.00636625,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Seby Zavala","18887",664874
